LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
"CAR10",Non Small Cell Lung Cancer,qPCR etc.,up-regulated,27322209,Also known: MCMP; MLTN; CAR10; MLTNA; MCMPMltna; ADAM12; ADAM12-OT1,1 (ADAM12),HG975387.1(ADAM12),9 (ADAM12),,,,REVIEWED (ADAM12),ADAM metallopeptidase domain 12;MCMPMltna;MLTN;meltrin alpha;a disintegrin and metalloproteinase domain 12 (meltrin alpha);ADAM12-OT1;CAR10;MCMP;MLTNA;disintegrin and metalloproteinase domain-containing protein 12;meltrin-alpha;metalloprotease-disintegrin 12 transmembrane;Disintegrin and metalloproteinase domain-containing protein 12;ADAM 12;Meltrin-alpha;EC 3.4.24.-;EC 3.4.24.58;EC 3.4.24; ADAM12
CASC11,Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,30965130,Also Known As: MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535,2,"NR_117101.1, NR_117102.1","3,3","3,3","0,0","0,0",VALIDATED,MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535
CASC11,Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31378894,Also Known As: MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535,2,"NR_117101.1, NR_117102.1","3,3","3,3","0,0","0,0",VALIDATED,MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535
CASC15,Non Small Cell Lung Cancer,"qRT-PCR , Luciferase reporter assay , in vitro knockdown etc.",up-regulated,31599419,Also Known As: CACS15 [mentioned in title of paper (PubMed-31665008) refereed in NR_015410.2]; CASC15; CANT; LINC00340; lnc-SOX4-1,1,NR_015410.2,18,18,0,0,REVIEWED,CANT; LINC00340; lnc-SOX4-1
CASC15,Non Small Cell Lung Cancer,"Microarray, qPCR, Western blot, in vitro knockdown",up-regulated,31396336,Also Known As: CACS15 [mentioned in title of paper (PubMed-31665008) refereed in NR_015410.2]; CASC15; CANT; LINC00340; lnc-SOX4-1,1,NR_015410.2,18,18,0,0,REVIEWED,CANT; LINC00340; lnc-SOX4-1
CASC19,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay",up-regulated,31389608,Also known as: CARLO6; CARLo-6; LINC01245,1,NR_120364.1,2,2,0,0,VALIDATED,CARLO6; CARLo-6; LINC01245
CASC2,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc",differential expressed,32271431,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5
CASC2,Lung Adenocarcinoma,"qPCR, RIP, Western blot, Luciferase reporter assay, other",down-regulated,30450692,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5
CASC2,Lung Adenocarcinoma,"qPCR, Western blot etc.",down-regulated,29131257,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5
CASC2,Non Small Cell Lung Cancer,"qPCR, Cell transfection, Flow cytometry assay etc.",down-regulated,26790438,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5
CASC9,Lung Cancer,"Western blot, RT-PCR, RIP",up-regulated,31802910,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CASC9,Non Small Cell Lung Cancer,"Microarray, qPCR, RNAi, Cell proliferation assay etc.",up-regulated,28040594,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CASC9,Lung Adenocarcinoma,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,27797003,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CASC9,Lung Squamous Cell Carcinoma,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,27797003,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CCAT1,Non Small Cell Lung Cancer,"qRT-PCR, Western blot",up-regulated,32084702,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Lung Adenocarcinoma,"qPCR, Western blot",up-regulated,30008869,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Non Small Cell Lung Cancer,"qPCR, Western blot etc",up-regulated,32323859,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32227563,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Non Small Cell Lung Cancer,qRT-PCR,up-regulated,31933793,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,29020498,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Lung Adenocarcinoma,"qPCR, RNAi, Western blot, RIP, Dual luciferase reporter assay, Flow cytometry assay etc.",up-regulated,27566568,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,25129441,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Lung Adenocarcinoma,"qRT-PCR, Western blot analysis",up-regulated,30008869,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT2,Lung Cancer,"qPCR, Western blot, other",up-regulated,30214594,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,30548656,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Small Cell Lung Cancer,"qPCR, Cell proliferation assay, Cell migration and invasion assay etc.",up-regulated,27470400,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Non Small Cell Lung Cancer,"qPCR, RNAi, Cell invasion assay etc.",up-regulated,28088736,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Non Small Cell Lung Cancer,"qPCR, RNAi etc.",up-regulated,24504682,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCEPR,Non Small Cell Lung Cancer,"qPCR, Western blot etc.",up-regulated,29630113,Also Known As: CCEPR; CCHE1; lncRNA-CCHE1,1,NR_131782.1,17,17,0,0,VALIDATED,CCHE1; lncRNA-CCHE1
CEBPA-AS1,Lung Adenocarcinoma,qPCR,down-regulated,30125988,Also known as: ADINR; CEBPA-DT,1,NR_026887.2,32,26,5,1,VALIDATED,ADINR; CEBPA-AS1
CPS1-IT1,Lung Cancer,"qPCR, Cell transfection etc.",down-regulated,27662619,Also Known As: CPS1IT; CPS1-IT; CPS1IT1; PRO0132,1,NR_002763.2,7,7,0,0,VALIDATED,CPS1IT; CPS1-IT; CPS1IT1; PRO0132
CRNDE,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,30982057,Also Known As: CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180,5,"NR_034105.4, NR_034106.3, NR_110453.2, NR_110454.2, NR_170995.1","5, 9, 5, 9, 9","5,7,5,7,7","0,2,0,2,2","0,0,0,0,0",VALIDATED,CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180
CRNDE,Lung Adenocarcinoma,"qPCR, Western blot, RIP",up-regulated,28550688,Also Known As: CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180,5,"NR_034105.4, NR_034106.3, NR_110453.2, NR_110454.2, NR_170995.1","5, 9, 5, 9, 9","5,7,5,7,7","0,2,0,2,2","0,0,0,0,0",VALIDATED,CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180
CRNDE,Non Small Cell Lung Cancer,qPCR etc.,up-regulated,28477368,Also Known As: CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180,5,"NR_034105.4, NR_034106.3, NR_110453.2, NR_110454.2, NR_170995.1","5, 9, 5, 9, 9","5,7,5,7,7","0,2,0,2,2","0,0,0,0,0",VALIDATED,CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180
"CUDR",Lung Cancer,qPCR etc.,up-regulated,29731641,Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36; UCA1,1 (UCA1),UCA1 (NR_015379.3),10 (UCA1),10,0,0,REVIEWED (UCA1),CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36; UCA1
CYTOR,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30487160,Also Known As: C2orf59; LINC00152; NCRNA00152,5,"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1","4, 6, 4, 4, 3","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED,C2orf59; LINC00152; NCRNA00152
DANCR,Non Small Cell Lung Cancer,"qPCR , in vitro knockdown etc",up-regulated,32196604,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DANCR,Non Small Cell Lung Cancer,qPCR,up-regulated,30906628,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DANCR,Non Small Cell Lung Cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",up-regulated,30613152,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DANCR,Lung Adenocarcinoma,"qPCR, Western blot, etc.",up-regulated,30535487,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DANCR,Lung Cancer,qPCR,up-regulated,29651883,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DANCR,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29635134,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DANCR,Lung Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi, RIP etc.",up-regulated,29266795,,Refer to ANCR,,,,,,VALIDATED,differentiation antagonizing non-protein coding RNA;ANCR;AGU2;lncRNA-ANCR;anti-differentiation ncRNA;adipogenesis up-regulated transcript 2;anti-differentiation noncoding RNA;KIAA0114;small nucleolar RNA host gene 13 (non-protein coding);SNHG13;DANCR;HSALNG0034419;NONHSAG037936.2;Putative uncharacterized protein DANCR;Anti-differentiation ncRNA protein;Differentiation antagonizing non-protein coding RNA;Small nucleolar RNA host gene protein 13
DDX11-AS1,Non Small Cell Lung Cancer,"qPCR, Western blot etc.",up-regulated,32298476,Also Known As: CONCR; SCAT4,1,NR_038927.2,11,10,1,0,VALIDATED,CONCR; SCAT4
DGCR5,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",down-regulated,29790668,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR5,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay, RIP etc",up-regulated,31799664,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR5,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",down-regulated,31241800,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR5,Lung Adenocarcinoma,"qPCR, Western blot etc.",up-regulated,29030962,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR5,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,29663359,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR5,Lung Cancer,"qPCR, Western blot, Luciferase report assay etc.",down-regulated,28744397,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR5,Lung Cancer,"qPCR, western blot etc.",up-regulated,29790668,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
