LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
CCAT1,Gastric Cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,23143645,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,Gastric Cancer,"qPCR, Western blot, etc.",up-regulated,29940756,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40
CCAT2,Gastric Cancer,"qRT-PCR, Western blot",up-regulated,32021279,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,29435046,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Gastric Cancer,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,28248065,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Gastric Cancer,"Microarray, qPCR etc.",up-regulated,28042329,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Gastric Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Cell proliferation assay etc.",up-regulated,27904778,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCAT2,Gastric Cancer,"qPCR, RNAi etc.",up-regulated,25755774,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873
CCDC26,Gastrointestinal Stromal Tumor,"qRT-PCR , Western blot etc.",up-regulated,31166382,Also Known As: RAM,4,"NR_130917.1, NR_130918.1, 
NR_130919.1, NR_130920.1","5,6,7,7","5,6,7,7","0,0,0,0","0,0,0,0",VALIDATED,RAM
CCDC26,Gastrointestinal Stromal Tumor,"qRT-PCR, Western blot, in vitro knockdown",differential expression,29423012,Also Known As: RAM,4,"NR_130917.1, NR_130918.1, 
NR_130919.1, NR_130920.1","5,6,7,7","5,6,7,7","0,0,0,0","0,0,0,0",VALIDATED,RAM
CCHE1,Gastric Cancer,"qPCR, Western blot",up-regulated,29771412,Also Known As: CCEPR; CCHE1; lncRNA-CCHE1,1 (CCEPR),CCEPR (NR_131782.1),17 (CCEPR),17,0,0,VALIDATED (CCEPR),CCHE1; lncRNA-CCHE1
CCHE1,Gastric Cancer,qPCR,up-regulated,29771412,Also Known As: CCEPR; CCHE1; lncRNA-CCHE1,1 (CCEPR),CCEPR (NR_131782.1),17 (CCEPR),17,0,0,VALIDATED (CCEPR),CCHE1; lncRNA-CCHE1
CEBPA-AS1,Gastric Cancer,"RT-PCR, Western blot",up-regulated,32110038,Also Known As: ADINR; CEBPA-AS1,2,"NR_026887.2, NR_027118.2, 
NR_027119.2","21,7","26,20,7","5,1,0","1,0,0",VALIDATED,CEBPA divergent transcript;ADINR;adipogenic differentiation induced noncoding RNA;CEBPA antisense RNA 1 (non-protein coding);CEBPA antisense RNA 1;CEBPA antisense RNA 1 (head to head);CEBPA-AS1;HSALNG0125425;CEBPA-DT;NONHSAG025485.2
CEBPA-AS1,Gastric Cancer,qPCR,up-regulated,28423525,Also Known As: ADINR; CEBPA-AS1,2,"NR_026887.2, NR_027118.2, 
NR_027119.2","21,7","26,20,7","5,1,0","1,0,0",VALIDATED,CEBPA divergent transcript;ADINR;adipogenic differentiation induced noncoding RNA;CEBPA antisense RNA 1 (non-protein coding);CEBPA antisense RNA 1;CEBPA antisense RNA 1 (head to head);CEBPA-AS1;HSALNG0125425;CEBPA-DT;NONHSAG025485.2
CERNA2,Gastric Cancer,RT-PCR,up-regulated,31949664,Also Known As: HOST2; lncRNA-HOST2,1,NR_134505.1,9,9,0,0,REVIEWED,HOST2; lncRNA-HOST2
CRNDE,Gastric Cancer,"qPCR, Western blot, RNAi, Luciferase reporter assay",up-regulated,28490034,"Also Known As: CRNDEP; PNAS-108; lincIRX5; 
LINC00180; NCRNA00180",5,"NR_034105.4, NR_034106.3, 
NR_110453.2, NR_110454.2, 
NR_170995.1","5, 9, 5, 9, 9","5,7,5,7,7","0,2,0,2,2","0,0,0,0,0",VALIDATED,CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180
CRNDE,Gastric Cancer,"qPCR, Western blot",up-regulated,29243780,"Also Known As: CRNDEP; PNAS-108; lincIRX5; 
LINC00180; NCRNA00180",5,"NR_034105.4, NR_034106.3, 
NR_110453.2, NR_110454.2, 
NR_170995.1","5, 9, 5, 9, 9","5,7,5,7,7","0,2,0,2,2","0,0,0,0,0",VALIDATED,CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180
CTC-497E21.4,Gastric Cancer,qPCR,up-regulated,30763257,Also Known As: Epist,2,"NR_105049.1, NR_105050.1","9,9","8,8","1,1","0,0",VALIDATED,C5orf66-AS1
CTC-497E21.4,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, other",up-regulated,31451992,Also Known As: Epist,2,"NR_105049.1, NR_105050.1","9,9","8,8","1,1","0,0",VALIDATED,C5orf66-AS1
DANCR,Gastric Cancer,"qRT-PCR , Western blot , in vitro knockdown etc.",up-regulated,31002130,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR
DANCR,Gastric Cancer,"qPCR, Western blot, RIP etc.",up-regulated,28951520,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR
DANCR,Gastric Cancer,qPCR etc.,up-regulated,28618943,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR
DANCR,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blot, RNAi",up-regulated,29416741,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR
DCST1-AS1,Gastric Cancer,"qRT-PCR, Western blot",up-regulated,32096164,,2,"NR_040772.1, NR_040773.1","18,13","17,12","1,1","0,0",VALIDATED,DCST1 antisense RNA 1;RP11-307C12.11;DCST1-AS1;HSALNG0007463;NONHSAG003044.2
DDX11-AS1,Gastric Cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,29912172,Also Known As: CONCR; SCAT4,1,NR_038927.2,11,10,1,0,VALIDATED,CONCR; SCAT4
DDX11-AS1,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc",up-regulated,32271422,Also Known As: CONCR; SCAT4,1,NR_038927.2,11,10,1,0,VALIDATED,CONCR; SCAT4
DDX11-AS1,Gastric Cancer,"qPCR, etc.",up-regulated,29912172,Also Known As: CONCR; SCAT4,1,NR_038927.2,11,10,1,0,VALIDATED,CONCR; SCAT4
DGCR5,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",down-regulated,30515803,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.","3 (DGCR5)
+
2 (DGCR5 unknown variants)
=5","DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)


PREDICTED (DGCR5 unknown variant-NR_026651.1)


VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DGCR9,Gastric Cancer,qPCR etc.,up-regulated,29719408,"Also Known As: DGCR5; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.","3 (DGCR5)
+
2 (DGCR5 unknown variants)
=5","DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)


PREDICTED (DGCR5 unknown variant-NR_026651.1)


VALIDATED (DGCR5 unknown variant-NR_024159.1)",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037
DINO,Gastric Cancer,qPCR,down-regulated,30775800,Also Known As: DINOL,1,NR_144384.1,8,8,0,0,VALIDATED,DINO
DKFZP434K028,Gastric Cancer,"Microarray, qPCR etc.",down-regulated,26237576,Also Known As: DKFZP434K028,1,NR_026882.1,10,8,2,0,PREDICTED,DKFZP434K028
DLEU1,Gastric Cancer,"qPCR, Western blot, RIP",up-regulated,29282356,"Also Known As: BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021

Some (not checked for PQS) DLEU1-AS1 ""lncRNA"" ncRNA (NR_125753.1) was also there in result.",3,"NR_109973.1, NR_002605.2, NR_109974.1","10,9,8","10,9,8","0,0,0","0,0,0",VALIDATED,BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021
DLEU2,Gastric Cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,29912172,"Also Known As: ALT1; DLB2; LEU2; RFP2; 
BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; 
LINC00022; NCRNA00022

DLEU2 is another name for DLEU1 but not the other way around.",7,"NR_152566.1, NR_152567.1,
NR_152568.1, NR_152569.1,
NR_152571.1, NR_152570.1,
NR_152572.1

","20,2,2,2,8,2,8","18,2,2,2,8,2,8","1,0,0,0,0,0,0","1,0,0,0,0,0,0",REVIEWED,ALT1; DLB2; LEU2; RFP2; BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; LINC00022; NCRNA00022
DLEU2,Gastric Cancer,"qPCR, etc.",up-regulated,29912172,"Also Known As: ALT1; DLB2; LEU2; RFP2; 
BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; 
LINC00022; NCRNA00022

DLEU2 is another name for DLEU1 but not the other way around.",7,"NR_152566.1, NR_152567.1,
NR_152568.1, NR_152569.1,
NR_152571.1, NR_152570.1,
NR_152572.1

","20,2,2,2,8,2,8","18,2,2,2,8,2,8","1,0,0,0,0,0,0","1,0,0,0,0,0,0",REVIEWED,ALT1; DLB2; LEU2; RFP2; BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; LINC00022; NCRNA00022
DLX6-AS1,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,32239379,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212
DLX6-AS1,Gastric Cancer,"qRT-PCR , Western blot , RIP , in vitro knockdown etc.",up-regulated,31591939,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212
DLX6-AS1,Gastric Cancer,"qRT-PCR, Western blotting, in vitro knockdown etc.",up-regulated,31105791,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212
DLX6-AS1,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,31463827,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212
DNM3OS,Gastric Cancer,"qPCR, Western blot",up-regulated,30770102,Also Known As: DNM3-AS1; MIR199A2HG,2,"NR_038397.2, NR_103486.1","22, 10","20,10","2,0","0,0",VALIDATED,DNM3-AS1; MIR199A2HG
DRAIC,Gastric Cancer,"qPCR, Western blot, RIP etc.",down-regulated,32351584,,1,NR_026979.1,10,10,0,0,VALIDATED,"downregulated RNA in cancer, inhibitor of cell invasion and migration;downregulated RNA in androgen independent cells;lnc-RPLP1-12;HSALNG0106873;HSALNG0106861;HSALNG0106864;HSALNG0106856;NONHSAG017288.2;NONHSAG017290.2;HSALNG0106871;NONHSAG017294.2;HSALNG0106875;HSALNG0106878;HSALNG0106865"
DUXAP8,Gastric Cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27507049,,1,NR_122113.1,,11,0,0,VALIDATED,double homeobox A pseudogene 8
DUXAP8,Gastric Cancer,"qPCR, Western blot, RIP etc.",up-regulated,28881724,,1,NR_122113.1,,11,0,0,VALIDATED,double homeobox A pseudogene 8
EGFLAM-AS1,Gastric Cancer,"qPCR, RNAi, Western blot etc.",down-regulated,26537802,,1,NR_046737.1,2,2,0,0,VALIDATED,EGFLAM antisense RNA 1;lncRNA-LOWEG;CTD-2108O9.1;lncRNA low expressed in gastric cancer;EGFLAM antisense RNA 1 (non-protein coding);NONHSAG040223.2;HSALNG0041277;EGFLAM-AS1
EGFR-AS1,Gastric Cancer,"qPCR, Western blot",up-regulated,30138934,,1,NR_047551.1,23,19,4,0,VALIDATED,EGFR antisense RNA 1;EGFR-AS1;NONHSAG047620.2;HSALNG0058167;HSALNG0058166
EGOT,Gastric Cancer,"qPCR, Western blot",up-regulated,29209988,Also Known As: EGO; NCRNA00190,1,NR_004428.1,10,9,1,0,VALIDATED,EGO; NCRNA00190
FAL1,Gastric Cancer,"qPCR, Western blot, etc.",up-regulated,30556865,Also Known As: FALEC; FAL1; ncRNA-a1; LINC00568,1,NR_051960.1,8,8,0,0,VALIDATED,FAL1; ncRNA-a1; LINC00568
FALEC,Gastric Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,30984243,Also Known As: FAL1; ncRNA-a1; LINC00568,1,NR_051960.1,8,8,0,0,VALIDATED,FAL1; ncRNA-a1; LINC00568
FALEC,Gastric Cancer,"qPCR, RNAi etc.",down-regulated,29719612,Also Known As: FAL1; ncRNA-a1; LINC00568,1,NR_051960.1,8,8,0,0,VALIDATED,FAL1; ncRNA-a1; LINC00568
FENDRR,Gastric Cancer,"qPCR, Western blot etc.",down-regulated,25167886,"Also Known As: FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21

Some (older) FENDRR transcript variant 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MK522493.1) was also there in result.","2 (FENDRR_Variant 1 and 2)
+
1 [FENDRR_Variant 3 (older)]
=3","FENDRR_variant 1 and 2 (NR_033925.1, NR_036444.1)
+
FENDRR_variant 3 (older) MK522493.1","14, 24 (FENDRR_Variant 1 and 2)
+
26 [FENDRR_Variant 3 (older)]","14,23","0,1","0,0","REVIEWED (Variant 1 and 2)
",FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FER1L4,Gastric Cancer,"Microarray, qPCR etc.",down-regulated,24961353,"Homo sapiens fer-1 like family member 4 (pseudogene) (FER1L4), non-coding RNA

Also Known As: C20orf124

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31473323 and 31115514)

Gene type - pseudo",1,NR_119376.1,85,83,2,0,VALIDATED,C20orf124
FER1L4,Gastric Cancer,"qPCR, RNAi, Western blot etc.",down-regulated,26306906,"Homo sapiens fer-1 like family member 4 (pseudogene) (FER1L4), non-coding RNA

Also Known As: C20orf124

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31473323 and 31115514)

Gene type - pseudo",1,NR_119376.1,85,83,2,0,VALIDATED,C20orf124
FER1L4,Gastric Cancer,"Microarray, qPCR, RNAi etc.",differential expression,25124853,"Homo sapiens fer-1 like family member 4 (pseudogene) (FER1L4), non-coding RNA

Also Known As: C20orf124

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31473323 and 31115514)

Gene type - pseudo",1,NR_119376.1,85,83,2,0,VALIDATED,C20orf124
FEZF1-AS1,Gastric Cancer,qPCR etc.,up-regulated,31785996,,1,NR_036484.1,22,21,1,0,VALIDATED,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Gastric Cancer,"qPCR, Western blot, RNAi",up-regulated,29239821,,1,NR_036484.1,22,21,1,0,VALIDATED,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Gastric Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, MTT assay etc.",up-regulated,28209170,,1,NR_036484.1,22,21,1,0,VALIDATED,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FLVCR1-AS1,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30899380,Also Known As: FLVCR1-DT; LQK1; FLVCR1-AS1; NCRNA00292,2 (FLVCR1-DT),"FLVCR1-DT (NR_027285.1, NR_027286.1)","8, 5 (FLVCR1-DT)","7,4","1,1","0,0",VALIDATED (FLVCR1-DT),LQK1; FLVCR1-AS1; NCRNA00292
FOXCUT,Gastric Adenocarcinoma,qPCR,up-regulated,31364114,Also Known As: LINC01379; TCONS_00011636,1,NR_125804.1,15,13,2,0,VALIDATED,LINC01379; TCONS_00011636
FOXD2-AS1,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, RIP",up-regulated,29789713,,1,NR_026878.1,24,21,3,0,VALIDATED,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
FOXD2-AS1,Gastric Cancer,qPCR,up-regulated,31308753,,1,NR_026878.1,24,21,3,0,VALIDATED,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
FOXD2-AS1,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,29789713,,1,NR_026878.1,24,21,3,0,VALIDATED,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
FOXP4-AS1,Gastric Cancer,qPCR etc,up-regulated,32194743,,3,"NR_126415.1, NR_126416.1, NR_126417.1","2,2,1","2,2,1","0,0,0","0,0,0",VALIDATED,FOXP4 antisense RNA 1;FOXP4-AS1;HSALNG0050030;NONHSAG043770.2;HSALNG0050034
FOXP4-AS1,Gastric Cancer,"qPCR, Western blot, RIP",up-regulated,31646567,,3,"NR_126415.1, NR_126416.1, NR_126417.1","2,2,1","2,2,1","0,0,0","0,0,0",VALIDATED,FOXP4 antisense RNA 1;FOXP4-AS1;HSALNG0050030;NONHSAG043770.2;HSALNG0050034
FTX,Gastric Cancer,"qRT-PCR, Western blot, RIP",up-regulated,32021248,Also Known As: LINC00182; MIR374AHG; NCRNA00182,1,NR_028379.1,8,8,0,0,REVIEWED,LINC00182; MIR374AHG; NCRNA00182
FTX,Gastric Cancer,"qPCR, Western blot etc",up-regulated,32271421,Also Known As: LINC00182; MIR374AHG; NCRNA00182,1,NR_028379.1,8,8,0,0,REVIEWED,LINC00182; MIR374AHG; NCRNA00182
GACAT1,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blot, other",up-regulated,30405842,Also Known As: LINC00876,2,"NR_126369.1, NR_126370.1","2,1","2,1","0,0","0,0",VALIDATED,LINC00876
GACAT2,Gastric Cancer,qPCR etc.,up-regulated,28105191,Also Known As: MTCL1AS1; MTCL1-AS1,2,"NR_120598.1, NR_126559.1","7,6","7,6","0,0","0,0",VALIDATED,gastric cancer associated transcript 2;HMlincRNA717;MTCL1 antisense RNA 1;gastric cancer associated transcript 2 (non-protein coding);MTCL1-AS1;MTCL1AS1;HSALNG0119881;NONHSAG023313.2;GACAT2
GACAT3,Gastric Cancer,"qPCR, Western blot, Dual luciferase assay",up-regulated,30098426,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,LINC01458; lncRNA-AC130710
GACAT3,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi, other",up-regulated,30317610,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,LINC01458; lncRNA-AC130710
GACAT3,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,29091858,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,LINC01458; lncRNA-AC130710
GACAT3,Gastric Cancer,"qPCR, RNAi, Western blot, Dual luciferase reporter assay, Flow cytometry assay etc.",up-regulated,27644247,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,LINC01458; lncRNA-AC130710
GAPLINC,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,29785127,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3,3","0,0","0,0",VALIDATED,LINC01540
GAPLINC,Gastric Cancer,"Microarray, ISH etc.",up-regulated,25277524,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3,3","0,0","0,0",VALIDATED,LINC01540
GAPLINC,Gastric Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Luciferase reporter assay etc.",up-regulated,27729869,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3,3","0,0","0,0",VALIDATED,LINC01540
