LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19,aka
ANRIL,non small cell lung cancer,"qPCR, Western blot etc.",up-regulated,25504755.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21,16,10,10,9,7,9,7,17,10,10,8,6,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,,,,,,,,ANRIL; p15AS; PCAT12; CDKN2BAS; CDKN2B-AS; NCRNA00089
ARHGAP22-IT1,lung adenocarcinoma,"Microarray, qPCR",up-regulated,30151992.0,,1,NR_146782.1,9,9,0,0,VALIDATED,,,,,,,,ARHGAP22 intronic transcript 1;FLJ35752;ARHGAP22 intronic transcript 1 (non-protein coding);HSALNG0077845;NONHSAG005850.2;ARHGAP22-IT1
ASAP1-IT1,non small cell lung cancer,Western blot,up-regulated,29364481.0,Also known as: ASAP1IT; HSPC054; ASAP1-IT; ASAP1IT1; DDEF1IT1; NCRNA00050,1,NR_002765.2,5,5,0,0,VALIDATED,2 (2G),"[0.849, 0.878 (2G)",,0,0,No PQS found in G4 hunter,,ASAP1IT; HSPC054; ASAP1-IT; ASAP1IT1; DDEF1IT1; NCRNA00050
ASB16-AS1,non small cell lung cancer,"qRT-PCR, Western blot",up-regulated,32141556.0,Also known as: C17orf65,2,"NR_049729.1, NR_049730.1","20,4","19,4","1,0","0,0",VALIDATED,"10 (10-C-rich);
2 (2-C-rich)
","[-0.911, -0.86, -0.882, -0.933, -0.872, -0.914, -0.982, -0.942, -0.88, -0.84 (C-rich)] ; 

[-0.911, -0.84 (C-rich)]",,0,0,No PQS found in G4 hunter,,C17orf65
"AWPPH
MIR4435-2HG",non small cell lung cancer,"qPCR, Western blot",up-regulated,30953582.0,Also Known As: MIR4435-2HG; AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH,8 (MIR4435-2HG),"MIR4435-2HG (NR_015395.2, NR_024373.2, NR_136161.1, NR_136162.1, NR_136163.1, NR_136164.1, NR_136165.1, NR_136166.1)","23, 5, 10, 24, 15, 10, 8, 21 (MIR4435-2HG)","23,5,10,24,15,10,8,21","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",VALIDATED,"3 (C-rich);
1 (C-rich);
0;
5 (C-rich);
2 (C-rich);
2 (C-rich);
0;
3 (C-rich)
","[-0.957, -0.922, -0.774 (C-rich)];
[-0.726 (C-rich)];
0;
[-0.957, -0.922, -0.774, -0.759, -0.872 (C-rich)];
[-0.859, -0.872 (C-rich)];
[-0.859, -0.872 (C-rich)];
0;
[-0.957, -0.922, -0.774 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,,AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH
"AWPPH
MIR4435-2HG",non small cell lung cancer,"qPCR, Western blot",up-regulated,30942396.0,Also Known As: MIR4435-2HG; AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH,8 (MIR4435-2HG),"MIR4435-2HG (NR_015395.2, NR_024373.2, NR_136161.1, NR_136162.1, NR_136163.1, NR_136164.1, NR_136165.1, NR_136166.1)","23, 5, 10, 24, 15, 10, 8, 21 (MIR4435-2HG)","23,5,10,24,15,10,8,21","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",VALIDATED,"3 (C-rich);
1 (C-rich);
0;
5 (C-rich);
2 (C-rich);
2 (C-rich);
0;
3 (C-rich)
","[-0.957, -0.922, -0.774 (C-rich)];
[-0.726 (C-rich)];
0;
[-0.957, -0.922, -0.774, -0.759, -0.872 (C-rich)];
[-0.859, -0.872 (C-rich)];
[-0.859, -0.872 (C-rich)];
0;
[-0.957, -0.922, -0.774 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter,,AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH
BANCR,non small cell lung cancer,PCR,down-regulated,30980423.0,Also Known As: LINC00586,1,NR_047671.2,4,4,0,0,REVIEWED,,,,,,,,LINC00586
BANCR,non small cell lung cancer,"RT-PCR , Western blot etc.",up-regulated,31114383.0,Also Known As: LINC00586,1,NR_047671.2,4,4,0,0,REVIEWED,,,,,,,,LINC00586
BANCR,lung cancer,"qPCR, Western blot etc.",down-regulated,25661343.0,Also Known As: LINC00586,1,NR_047671.2,4,4,0,0,REVIEWED,,,,,,,,LINC00586
BANCR,non small cell lung cancer,"qPCR, RNAi, Western blot etc.",down-regulated,24655544.0,Also Known As: LINC00586,1,NR_047671.2,4,4,0,0,REVIEWED,,,,,,,,LINC00586
BC200 (BCYRN1),non small cell lung cancer,"qPCR, Western blot",up-regulated,30779077.0,Also Known As: BCYRN1; BC200; BC200a; LINC00004; NCRNA00004,1 (BCYRN1),BCYRN1 (NR_001568.1),2 (BCYRN1),2,0,0,REVIEWED (BCYRN1),1 (C-rich),-1.135 (C-rich),,0,0,No PQS found in G4 hunter,,BC200; BC200a; LINC00004; NCRNA00004
BC200 (BCYRN1),non small cell lung cancer,"Microarray, qPCR, Cell proliferation assay etc.",up-regulated,25482516.0,Also Known As: BCYRN1; BC200; BC200a; LINC00004; NCRNA00004,1 (BCYRN1),BCYRN1 (NR_001568.1),2 (BCYRN1),2,0,0,REVIEWED (BCYRN1),1 (C-rich),-1.135 (C-rich),,0,0,No PQS found in G4 hunter,,BC200; BC200a; LINC00004; NCRNA00004
BC200 (BCYRN1),lung cancer,qPCR etc.,up-regulated,28651607.0,Also Known As: BCYRN1; BC200; BC200a; LINC00004; NCRNA00004,1 (BCYRN1),BCYRN1 (NR_001568.1),2 (BCYRN1),2,0,0,REVIEWED (BCYRN1),1 (C-rich),-1.135 (C-rich),,0,0,No PQS found in G4 hunter,,BC200; BC200a; LINC00004; NCRNA00004
BC200 (BCYRN1),lung cancer,"Northern hybridization, ISH etc.",up-regulated,9422992.0,Also Known As: BCYRN1; BC200; BC200a; LINC00004; NCRNA00004,1 (BCYRN1),BCYRN1 (NR_001568.1),2 (BCYRN1),2,0,0,REVIEWED (BCYRN1),1 (C-rich),-1.135 (C-rich),,0,0,No PQS found in G4 hunter,,BC200; BC200a; LINC00004; NCRNA00004
BCAR4,non small cell lung cancer,qPCR etc.,up-regulated,28077810.0,,5,"NR_024049.1, NR_024050.1, NR_131216.1, NR_131217.1, NR_131222.1","5,2,1,2,2","5,2,1,2,2","0,0,0,0,0","0,0,0,0,0",VALIDATED,0,0,,0,0,No PQS found in G4 hunter,,"breast cancer anti-estrogen resistance 4;breast cancer anti-estrogen resistance 4 (non-protein coding);breast cancer antiestrogen resistance 4 protein;BCAR4;HSALNG0109621;NONHSAG018621.2;Breast cancer antiestrogen resistance 4 protein;HCG1814062, isoform CRA_a"
BCAR4,non small cell lung cancer,"qPCR, Western blot",up-regulated,28537678.0,,5,"NR_024049.1, NR_024050.1, NR_131216.1, NR_131217.1, NR_131222.1","5,2,1,2,2","5,2,1,2,2","0,0,0,0,0","0,0,0,0,0",VALIDATED,0,0,,0,0,No PQS found in G4 hunter,,"breast cancer anti-estrogen resistance 4;breast cancer anti-estrogen resistance 4 (non-protein coding);breast cancer antiestrogen resistance 4 protein;BCAR4;HSALNG0109621;NONHSAG018621.2;Breast cancer antiestrogen resistance 4 protein;HCG1814062, isoform CRA_a"
BCAR4,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29615150.0,,5,"NR_024049.1, NR_024050.1, NR_131216.1, NR_131217.1, NR_131222.1","5,2,1,2,2","5,2,1,2,2","0,0,0,0,0","0,0,0,0,0",VALIDATED,0,0,,0,0,No PQS found in G4 hunter,,"breast cancer anti-estrogen resistance 4;breast cancer anti-estrogen resistance 4 (non-protein coding);breast cancer antiestrogen resistance 4 protein;BCAR4;HSALNG0109621;NONHSAG018621.2;Breast cancer antiestrogen resistance 4 protein;HCG1814062, isoform CRA_a"
BCYRN1,non small cell lung cancer,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30486938.0,,Refer to BC200,,,,,,,,,,,,,,"brain cytoplasmic RNA 1;BC200;BC200a;NCRNA00004;LINC00004;brain cytoplasmic RNA 200-alpha;non-protein coding RNA 4;long intergenic non-protein coding RNA 4;brain cytoplasmic RNA 1, Bc1 analog (mouse);brain cytoplasmic RNA 1 (non-protein coding);BC200-alpha;brain cytoplasmic RNA 1 (analog of mouse Bc1);brain cytoplasmic RNA 1, Bc1 analog;NONHSAG027692.2;lnc-EPCAM-8;HSALNG0141597"
BCYRN1,non small cell lung cancer,"qPCR, RNAi, Western blot, Cell migration and invasion assay etc.",up-regulated,25866480.0,,Refer to BC200,,,,,,,,,,,,,,"brain cytoplasmic RNA 1;BC200;BC200a;NCRNA00004;LINC00004;brain cytoplasmic RNA 200-alpha;non-protein coding RNA 4;long intergenic non-protein coding RNA 4;brain cytoplasmic RNA 1, Bc1 analog (mouse);brain cytoplasmic RNA 1 (non-protein coding);BC200-alpha;brain cytoplasmic RNA 1 (analog of mouse Bc1);brain cytoplasmic RNA 1, Bc1 analog;NONHSAG027692.2;lnc-EPCAM-8;HSALNG0141597"
BLACAT1,non small cell lung cancer,"RT-qPCR, RNAi, RIP, Western blot, other",up-regulated,30387831.0,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,"6 (2-2G, 4-C-rich)","[0.821,0.922 (2G); '-0.815, 0.603, '-, -0.938, -0.891 (C-rich)]",,0,0,No PQS found in G4 hunter,,BLACAT1 overlapping LEMD1 locus;linc-UBC1;LINC00912;onco-lncRNA-30;long intergenic noncoding RNA up-regulated in bladder cancer;long intergenic non-protein coding RNA 912;bladder cancer associated transcript 1 (non-protein coding);bladder cancer associated transcript 1;NONHSAG004054.2;HSALNG0009941;BLACAT1;Bladder cancer-associated transcript 1
BLACAT1,small cell lung cancer,"qPCR, other",up-regulated,30203450.0,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,"6 (2-2G, 4-C-rich)","[0.821,0.922 (2G); '-0.815, 0.603, '-, -0.938, -0.891 (C-rich)]",,0,0,No PQS found in G4 hunter,,BLACAT1 overlapping LEMD1 locus;linc-UBC1;LINC00912;onco-lncRNA-30;long intergenic noncoding RNA up-regulated in bladder cancer;long intergenic non-protein coding RNA 912;bladder cancer associated transcript 1 (non-protein coding);bladder cancer associated transcript 1;NONHSAG004054.2;HSALNG0009941;BLACAT1;Bladder cancer-associated transcript 1
BLACAT1,non small cell lung cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,31359792.0,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,"6 (2-2G, 4-C-rich)","[0.821,0.922 (2G); '-0.815, 0.603, '-, -0.938, -0.891 (C-rich)]",,0,0,No PQS found in G4 hunter,,BLACAT1 overlapping LEMD1 locus;linc-UBC1;LINC00912;onco-lncRNA-30;long intergenic noncoding RNA up-regulated in bladder cancer;long intergenic non-protein coding RNA 912;bladder cancer associated transcript 1 (non-protein coding);bladder cancer associated transcript 1;NONHSAG004054.2;HSALNG0009941;BLACAT1;Bladder cancer-associated transcript 1
BLACAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,28885863.0,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,"6 (2-2G, 4-C-rich)","[0.821,0.922 (2G); '-0.815, 0.603, '-, -0.938, -0.891 (C-rich)]",,0,0,No PQS found in G4 hunter,,BLACAT1 overlapping LEMD1 locus;linc-UBC1;LINC00912;onco-lncRNA-30;long intergenic noncoding RNA up-regulated in bladder cancer;long intergenic non-protein coding RNA 912;bladder cancer associated transcript 1 (non-protein coding);bladder cancer associated transcript 1;NONHSAG004054.2;HSALNG0009941;BLACAT1;Bladder cancer-associated transcript 1
BRE-AS1 (BABAM2-AS1),non small cell lung cancer,"qPCR, Western blot, RIP, RNAi, other",down-regulated,30227111.0,Also Known As: BABAM2-AS1,1 (BABAM2-AS1),NR_028308.1,16,12,4,0,VALIDATED,"20 (4-2G, 8-3G, 8-C-rich)  ","[0.875, 0.913, 0.78, 
0.854 (2G); 0.875, 0.897,
0.929, 0.911, 0.915, 
0.778, 0.938, 0.911, 
0.953 (3G); -0.913, 
-0.938, -0.882, -0.652,
-0.1.053, -0.933, -0.913, -0.898 (C-rich)]
","The PQS 1 (3G) of QGRS Mapper is similar to the PQS 1 (3G) of G4 Hunter. The G-tracts of both PQS are the same with a right frame shift in G4 hunter.
Similarly, the PQS 3 (3G) of QGRS  Mapper is similar to the PQS 8 (3G) of G4 Hunter. The G tracts of both PQS are the same with a right frame shift in G4 hunter.
By looking at all the PQS, it is visible that there is a slight overlap between PQS 2,3,4 and PQS 5,6,7 (3G) and can be considered as two PQS.","2 (1-C-rich, 1-3G)","[-1.208 (C-rich);
1.4 (3G)","The PQS 1 (3G) of QGRS Mapper 
is similar to the PQS 1 (3G) of G4 
Hunter. The G-tracts of both PQS 
are the same with a right frame 
shift in G4 hunter.",,BRE-AS1
CACNA1G-AS1,non small cell lung cancer,"qRT-PCR, Western blot, in vitro knockdown",up-regulated,29509247.0,Also Known As: CAS1,1,NR_038439.1,15,15,0,0,VALIDATED,5 (C-rich),"[-0.646, -0.87, -0.882, 
-0.92, -1.03 (C-rich)",No similarity to any PQS from QGRS mapper,0,0,No PQS found in G4 hunter,,CAS1
"CAR10
ADAM12",lung adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30617305.0,Also known: MCMP; MLTN; CAR10; MLTNA; MCMPMltna; ADAM12; ADAM12-OT1,1 (ADAM12),HG975387.1(ADAM12),9 (ADAM12),,,,REVIEWED (ADAM12),4 (C-rich),"['-0.911, -0.778, -0.911, -0.877 (C-rich)]",,0,0,No PQS found in G4 hunter,,ADAM metallopeptidase domain 12;MCMPMltna;MLTN;meltrin alpha;a disintegrin and metalloproteinase domain 12 (meltrin alpha);ADAM12-OT1;CAR10;MCMP;MLTNA;disintegrin and metalloproteinase domain-containing protein 12;meltrin-alpha;metalloprotease-disintegrin 12 transmembrane;Disintegrin and metalloproteinase domain-containing protein 12;ADAM 12;Meltrin-alpha;EC 3.4.24.-;EC 3.4.24.58;EC 3.4.24
"CAR10
ADAM12",non small cell lung cancer,qPCR etc.,up-regulated,27322209.0,Also known: MCMP; MLTN; CAR10; MLTNA; MCMPMltna; ADAM12; ADAM12-OT1,1 (ADAM12),HG975387.1(ADAM12),9 (ADAM12),,,,REVIEWED (ADAM12),4 (C-rich),"['-0.911, -0.778, -0.911, -0.877 (C-rich)]",,0,0,No PQS found in G4 hunter,,ADAM metallopeptidase domain 12;MCMPMltna;MLTN;meltrin alpha;a disintegrin and metalloproteinase domain 12 (meltrin alpha);ADAM12-OT1;CAR10;MCMP;MLTNA;disintegrin and metalloproteinase domain-containing protein 12;meltrin-alpha;metalloprotease-disintegrin 12 transmembrane;Disintegrin and metalloproteinase domain-containing protein 12;ADAM 12;Meltrin-alpha;EC 3.4.24.-;EC 3.4.24.58;EC 3.4.24
CASC11,small cell lung cancer,"qPCR, Western blot",up-regulated,30965130.0,Also Known As: MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535,2,"NR_117101.1, NR_117102.1","3,3","3,3","0,0","0,0",VALIDATED,"1 (C-rich)
0",-0.724 (C-rich),,0,0,No PQS found in G4 hunter,,MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535
CASC11,lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31378894.0,Also Known As: MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535,2,"NR_117101.1, NR_117102.1","3,3","3,3","0,0","0,0",VALIDATED,"1 (C-rich)
0",-0.724 (C-rich),,0,0,No PQS found in G4 hunter,,MYMLR; CARLO7; CARLo-7; LINC00990; TCONS_00014535
CASC15,non small cell lung cancer,"qRT-PCR , Luciferase reporter assay , in vitro knockdown etc.",up-regulated,31599419.0,Also Known As: CACS15 [mentioned in title of paper (PubMed-31665008) refereed in NR_015410.2]; CASC15; CANT; LINC00340; lnc-SOX4-1,1,NR_015410.2,18,18,0,0,REVIEWED,0,0,,0,0,No PQS found in G4 hunter,,CANT; LINC00340; lnc-SOX4-1
CASC15,non small cell lung cancer,"Microarray, qPCR, Western blot, in vitro knockdown",up-regulated,31396336.0,Also Known As: CACS15 [mentioned in title of paper (PubMed-31665008) refereed in NR_015410.2]; CASC15; CANT; LINC00340; lnc-SOX4-1,1,NR_015410.2,18,18,0,0,REVIEWED,0,0,,0,0,No PQS found in G4 hunter,,CANT; LINC00340; lnc-SOX4-1
CASC19,non small cell lung cancer,"qPCR, Luciferase reporter assay",up-regulated,31389608.0,Also known as: CARLO6; CARLo-6; LINC01245,1,NR_120364.1,2,2,0,0,VALIDATED,,,,,,,,CARLO6; CARLo-6; LINC01245
CASC2,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay etc",differential expressed,32271431.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,"7 (4- 3G, 3-2G);
7 (4- 3G, 3-2G);
6 (4 -3G, 2-2G)","[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 (2G)]","The PQS 1 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have the same G tracts.

Similarly, the PQS 2 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have the same G tracts.","0,0,0","0,0,0",No PQS found in G4 hunter,,C10orf5
CASC2,lung adenocarcinoma,"qPCR, RIP, Western blot, Luciferase reporter assay, other",down-regulated,30450692.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,"7 (4- 3G, 3-2G);
7 (4- 3G, 3-2G);
6 (4 -3G, 2-2G)","[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 (2G)]","The PQS 1 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have the same G tracts.

Similarly, the PQS 2 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have the same G tracts.","0,0,0","0,0,0",No PQS found in G4 hunter,,C10orf5
CASC2,lung adenocarcinoma,"qPCR, Western blot etc.",down-regulated,29131257.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,"7 (4- 3G, 3-2G);
7 (4- 3G, 3-2G);
6 (4 -3G, 2-2G)","[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 (2G)]","The PQS 1 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have the same G tracts.

Similarly, the PQS 2 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have the same G tracts.","0,0,0","0,0,0",No PQS found in G4 hunter,,C10orf5
CASC2,non small cell lung cancer,"qPCR, Cell transfection, Flow cytometry assay etc.",down-regulated,26790438.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17,17,9","15,15,7","2,2,2","0,0,0",VALIDATED,"7 (4- 3G, 3-2G);
7 (4- 3G, 3-2G);
6 (4 -3G, 2-2G)","[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 0.707(2G)] ;

[1.043, 0.746, 0.956, 0.956 (3G) 0.933, 0.891 (2G)]","The PQS 1 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have the same G tracts.

Similarly, the PQS 2 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have the same G tracts.","0,0,0","0,0,0",No PQS found in G4 hunter,,C10orf5
CASC9,lung cancer,"Western blot, RT-PCR, RIP",up-regulated,31802910.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,"0
0
1 (C-rich)",-0.857 (C-rich),,"0,0,0","0,0,0",No PQS found in G4 hunter,,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CASC9,non small cell lung cancer,"Microarray, qPCR, RNAi, Cell proliferation assay etc.",up-regulated,28040594.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,"0
0
1 (C-rich)",-0.857 (C-rich),,"0,0,0","0,0,0",No PQS found in G4 hunter,,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CASC9,lung adenocarcinoma,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,27797003.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,"0
0
1 (C-rich)",-0.857 (C-rich),,"0,0,0","0,0,0",No PQS found in G4 hunter,,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CASC9,lung squamous cell carcinoma,"qPCR, RNAi, Cell proliferation assay etc.",up-regulated,27797003.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,"0
0
1 (C-rich)",-0.857 (C-rich),,"0,0,0","0,0,0",No PQS found in G4 hunter,,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1
CCAT1,non small cell lung cancer,"qRT-PCR, Western blot",up-regulated,32084702.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,lung adenocarcinoma,"qPCR, Western blot",up-regulated,30008869.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,non small cell lung cancer,"qPCR, Western blot etc",up-regulated,32323859.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32227563.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,non small cell lung cancer,qRT-PCR,up-regulated,31933793.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,non small cell lung cancer,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,29020498.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,lung adenocarcinoma,"qPCR, RNAi, Western blot, RIP, Dual luciferase reporter assay, Flow cytometry assay etc.",up-regulated,27566568.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,non small cell lung cancer,"qPCR, RNAi, Western blot etc.",up-regulated,25129441.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT1,lung adenocarcinoma,"qRT-PCR, Western blot analysis",up-regulated,30008869.0,Also Known As: CARLO5; CARLo-5; onco-lncRNA-40,1,NR_108049.1,9,9,0,0,REVIEWED,2 (C-rich),"['-0.835, -0.914 (C-rich)]",,0,0,No PQS found in G4 hunter,,CARLO5; CARLo-5; onco-lncRNA-40
CCAT2,lung cancer,"qPCR, Western blot, other",up-regulated,30214594.0,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,0,0,,0,0,No PQS found in G4 hunter,,NCCP1; LINC00873
CCAT2,lung cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,30548656.0,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,0,0,,0,0,No PQS found in G4 hunter,,NCCP1; LINC00873
CCAT2,small cell lung cancer,"qPCR, Cell proliferation assay, Cell migration and invasion assay etc.",up-regulated,27470400.0,Also Known As: NCCP1; LINC00873,1,NR_109834.1,6,6,0,0,REVIEWED,0,0,,0,0,No PQS found in G4 hunter,,NCCP1; LINC00873
