LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
ANRIL,Nasopharyngeal Cancer,"qPCR, RNAi, Western blot, MTT assay etc.",up-regulated,27557514.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14 (CDKN2B-AS1),"CDKN2B-AS1 (NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6 (CDKN2B-AS1)","21,16,10,10,9,7,9,7,17,10,10,8,6,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED (CDKN2B-AS1),ANRIL; p15AS; PCAT12; CDKN2BAS; CDKN2B-AS; NCRNA00089,"1,1,0,1,0,0,0,0,0,0,0,0,0,0","1,1,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BANCR,Oral Squamous Cell Carcinoma,"qPCR, Western blot",up-regulated,31654433.0,Also Known As: LINC00586,1,NR_047671.2,4,4,0,0,REVIEWED,LINC00586,0,0,0,0,0,0,0,0
BC200,Tongue Cancer,"Northern hybridization, ISH etc.",up-regulated,9422992.0,Also Known As: BCYRN1; BC200; BC200a; LINC00004; NCRNA00004,1 (BCYRN1),BCYRN1 (NR_001568.1),2 (BCYRN1),2,0,0,REVIEWED (BCYRN1),BC200; BC200a; LINC00004; NCRNA00004,2,2,0,0,0,0,0,0
BLACAT1,Head And Neck Squamous Cell Carcinoma,"qRT-PCR, Western blot",up-regulated,31944856.0,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,BLACAT1 overlapping LEMD1 locus;linc-UBC1;LINC00912;onco-lncRNA-30;long intergenic noncoding RNA up-regulated in bladder cancer;long intergenic non-protein coding RNA 912;bladder cancer associated transcript 1 (non-protein coding);bladder cancer associated transcript 1;NONHSAG004054.2;HSALNG0009941;BLACAT1;Bladder cancer-associated transcript 1,7,7,0,0,3,3,0,0
BLACAT1,Oral Squamous Cell Carcinoma,"qRT-PCR, Luciferase Reporter Assay, Western blot Assay",up-regulated,31841186.0,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,BLACAT1 overlapping LEMD1 locus;linc-UBC1;LINC00912;onco-lncRNA-30;long intergenic noncoding RNA up-regulated in bladder cancer;long intergenic non-protein coding RNA 912;bladder cancer associated transcript 1 (non-protein coding);bladder cancer associated transcript 1;NONHSAG004054.2;HSALNG0009941;BLACAT1;Bladder cancer-associated transcript 1,7,7,0,0,3,3,0,0
C5orf66-AS1,Oral Squamous Cell Carcinoma,"qPCR, Western blot, other",down-regulated,30280186.0,Also known as: Epist,2,"NR_105049.1, NR_105050.1","9,9","8,8","1,1","0,0",VALIDATED,C5orf66-AS1,"2,2","1,1","1,1","0,0","3,2","3,2","0,0","0,0"
C5orf66-AS1,Oral Squamous Cell Carcinoma,qPCR,differential expression,28415559.0,Also known as: Epist,2,"NR_105049.1, NR_105050.1","9,9","8,8","1,1","0,0",VALIDATED,C5orf66-AS1,"2,2","1,1","1,1","0,0","3,2","3,2","0,0","0,0"
CACS15,Oral Squamous Cell Carcinoma,qPCR etc.,up-regulated,31793142.0,Also Known As: CACS15 [mentioned in title of paper (PubMed-31665008) refereed in NR_015410.2]; CASC15; CANT; LINC00340; lnc-SOX4-1,1 (CASC15),CASC15 (NR_015410.2),18 (CASC15),18,0,0,REVIEWED (CASC15),CANT; LINC00340; lnc-SOX4-1,7,7,0,0,0,0,0,0
CASC2,Oral Squamous Cell Carcinoma,"RT-qPCR, Western blot",down-regulated,32009793.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17, 17, 9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5,"9,9,8","8,8,7","1,1,1","0,0,0","4,4,1","4,4,1","0,0,0","0,0,0"
CASC2,Oral Squamous Cell Carcinoma,"qRT-PCR , Luciferase reporter assay , Western blot etc.",down-regulated,31123403.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17, 17, 9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5,"9,9,8","8,8,7","1,1,1","0,0,0","4,4,1","4,4,1","0,0,0","0,0,0"
CASC2,Oral Squamous Cell Carcinoma,"qPCR, other",down-regulated,30467776.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17, 17, 9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5,"9,9,8","8,8,7","1,1,1","0,0,0","4,4,1","4,4,1","0,0,0","0,0,0"
CASC2,Nasopharyngeal Cancer,"qPCR, Luciferase reporter assay, RIP, etc.",down-regulated,30569153.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17, 17, 9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5,"9,9,8","8,8,7","1,1,1","0,0,0","4,4,1","4,4,1","0,0,0","0,0,0"
CASC2,Oral Squamous Cell Carcinoma,"qPCR, Western blot",down-regulated,31210307.0,Also Known As: C10orf5,3,"NR_026939.1, NR_026940.1, NR_026941.1","17, 17, 9","15,15,7","2,2,2","0,0,0",VALIDATED,C10orf5,"9,9,8","8,8,7","1,1,1","0,0,0","4,4,1","4,4,1","0,0,0","0,0,0"
CASC9,Tongue Squamous Cell Carcinoma,qRT-PCR,up-regulated,32021442.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
CASC9,Nasopharyngeal Cancer,"qRT-PCR, Western blot, Luciferase activity assay, RIP",up-regulated,31933798.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
CASC9,Laryngeal Cancer,qRT-PCR,up-regulated,31669650.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
CASC9,Head And Neck Squamous Cell Carcinoma,"qPCR, other",down-regulated,31412811.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
CASC9,Oral Squamous Cell Carcinoma,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30674868.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
CASC9,Nasopharyngeal Cancer,"qPCR, Western blot",up-regulated,28398871.0,Also Known As: ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,3,"NR_103848.1, NR_103850.2, NR_103849.2","5,4,4","5,4,4","0,0,0","0,0,0",VALIDATED,ESSCAL1; ESCCAL-1; LINC00981; linc-JPH1,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
CCAT1,Oral Squamous Cell Carcinoma,"qRT-PCR, Western blot, RIP",down-regulated,32009633.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Nasopharyngeal Cancer,"qPCR, other",up-regulated,30013670.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Oral Squamous Cell Carcinoma,"qPCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31599709.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Head And Neck Squamous Cell Carcinoma,"Microarray, qPCR etc.",differential expression,28159935.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Oral Squamous Cell Carcinoma,qPCR,up-regulated,28413645.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Laryngeal Squamous Cell Cancer,"qPCR, Western blot",up-regulated,27830017.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Nasopharyngeal Cancer,"qPCR, western blot, luciferase reporter assay, MIT",differential expression,28358263.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Laryngeal Squamous Cell Cancer,"qPCR, western blot, Luciferase reporter assays etc.",up-regulated,28631575.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT1,Nasopharyngeal Cancer,"qRT-PCR, ect.",up-regulated,30013670.0,"Also Known As: CARLO5; CARLo-5; onco-lncRNA-40

Some (older-not checked for PQS) colon cancer associated transcript 1 (CCAT1) RNA ""other"" ncRNA (RNA, complete sequence - HM358356.1) was also there in result.",1,NR_108049.1,9,9,0,0,REVIEWED,CARLO5; CARLo-5; onco-lncRNA-40,1,1,0,0,0,0,0,0
CCAT2,Oral Squamous Cell Carcinoma,qPCR etc.,up-regulated,27220388.0,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873,2,2,0,0,0,0,0,0
CCAT2,Oral Squamous Cell Carcinoma,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,28671055.0,"Also Known As: NCCP1; LINC00873

Some (older-not checked for PQS) CCAT2 short and long variants ncRNA; ""other"" ncRNA (complete sequence - GQ911591.1 and GQ911592.1 respectively) were also there in result.",1,NR_109834.1,6,6,0,0,REVIEWED,NCCP1; LINC00873,2,2,0,0,0,0,0,0
CCHE1,Oral Squamous Cell Carcinoma,"qRT-PCR, Western blot",up-regulated,31981240.0,Also Known As: CCEPR; CCHE1; lncRNA-CCHE1,1 (CCEPR),CCEPR (NR_131782.1),17 (CCEPR),17,0,0,VALIDATED (CCEPR),CCHE1; lncRNA-CCHE1,7,7,0,0,0,0,0,0
CDKN2B-AS1,Laryngeal Squamous Cell Cancer,"qRT-PCR, Western blot, RIP",up-regulated,31754305.0,"Also Known As: ANRIL; p15AS; PCAT12; CDKN2B-AS1; CDKN2BAS; CDKN2B-AS; NCRNA00089

Some (older) ANRIL ncRNA for antisense noncoding RNA in the INK4 locus transcript ""antisense RNA"" ncRNA (AB548314.1) with PQS-15 was also there in result.

Some (older-not checked for PQS) antisense noncoding RNA in the INK4 locus splice variant (ANRIL) ""antisense RNA"" ncRNA (partial sequence, alternatively spliced-EU741058.1; note=""similar to GenBank Accession Number BF002632; contains exons 1, 5, 6, 7, and 13; alternatively spliced"") was also there in result.

Some (older-not checked for PQS) CDKNBAS ""antisense RNA"" ncRNA [TPA(CDKN2B-AS1 gene): HG975381.1] and ""antisense RNA: ncRNA alternatively spliced variants (complete sequnece-GQ495918.1, GQ495919.1, GQ495920.1, GQ495921.1, GQ495922.1, GQ495923.1, GQ495924.1, GQ495925.1, GQ495926.1) were also there in result.",14,"(NR_003529.3, NR_047532.1, NR_047543.1, NR_047534.1, NR_047535.1, NR_047536.1, NR_047537.1, NR_047538.1, NR_047539.1, NR_047540.1, NR_047541.1, NR_047542.1, NR_047533.1, NR_120536.1)","21, 16, 10, 10, 9, 7, 9, 7, 17, 10, 10, 8, 6, 6","21,16,10,10,9,7,9,7,17,10,10,8,6,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,ANRIL; p15AS; PCAT12; CDKN2BAS; CDKN2B-AS; NCRNA00089,"1,1,0,1,0,0,0,0,0,0,0,0,0,0","1,1,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
CEBPA-AS1,Oral Squamous Cell Carcinoma,"Microarray, qPCR, Western blot, in vitro knockdown etc.",up-regulated,29281558.0,Also known as: ADINR; CEBPA-AS1,1,NR_026887.2,,26,5,1,VALIDATED,ADINR; CEBPA-AS1,21,18,3,0,8,6,2,0
CRNDE,Tongue Squamous Cell Carcinoma,"qPCR, Western blot, other",up-regulated,30242873.0,Also Known As: CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180,5,"NR_034105.4, NR_034106.3, NR_110453.2, NR_110454.2, NR_170995.1","5, 9, 5, 9, 9","5,7,5,7,7","0,2,0,2,2","0,0,0,0,0",VALIDATED,CRNDEP; PNAS-108; lincIRX5; LINC00180; NCRNA00180,"0,2,0,2,2","0,0,0,0,0","0,2,0,2,2","0,0,0,0,0","0,1,0,1,1","0,0,0,0,0","0,1,0,1,1","0,0,0,0,0"
DANCR,Nasopharyngeal Cancer,qPCR,up-regulated,30849642.0,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR,"4,3,3","3,2,2","1,1,1","0,0,0","1,0,0","1,0,0","0,0,0","0,0,0"
DANCR,Nasopharyngeal Cancer,"qPCR, Western blot",up-regulated,30720067.0,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR,"4,3,3","3,2,2","1,1,1","0,0,0","1,0,0","1,0,0","0,0,0","0,0,0"
DANCR,Tongue Squamous Cell Carcinoma,"qRT-PCR, Luciferase reporter assay, Western blot",up-regulated,31827393.0,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR,"4,3,3","3,2,2","1,1,1","0,0,0","1,0,0","1,0,0","0,0,0","0,0,0"
DANCR,Nasopharyngeal Cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",up-regulated,30555573.0,"Also Known As: AGU2; ANCR; DANCR; SNHG13; KIAA0114; lncRNA-ANCR

Some (older) transcribed RNA, ANCR, Variant 1, 2 and 3 ""lncRNA"" ncRNA (complete sequence-LC128577.1, LC128578.1 and LC128579.1 respectively) with PQS- 7, 7, 7 respectively, were also there in result.",3,"NR_024031.2, NR_145129.1, NR_145130.1","6,7,7","5,6,6","1,1,1","0,0,0",REVIEWED,AGU2; ANCR; SNHG13; KIAA0114; lncRNA-ANCR,"4,3,3","3,2,2","1,1,1","0,0,0","1,0,0","1,0,0","0,0,0","0,0,0"
DGCR5,Laryngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi, RIP",up-regulated,30980388.0,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.","3 (DGCR5)
+
2 (DGCR5 unknown variants)
=5","DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)
",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037,"17,17,5,2,17","16,16,5,1,16","1,1,0,1,1","0,0,0,0,0","6,6,0,2,3","6,6,0,0,3","0,0,0,2,0","0,0,0,0,0"
DGCR5,Laryngeal Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30549038.0,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.","3 (DGCR5)
+
2 (DGCR5 unknown variants)
=5","DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29,29,11,5,25","3,3,0,2,3","0,0,0,0,0","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)
",DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037,"17,17,5,2,17","16,16,5,1,16","1,1,0,1,1","0,0,0,0,0","6,6,0,2,3","6,6,0,0,3","0,0,0,2,0","0,0,0,0,0"
DLEU1,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32214823.0,"Also Known As: BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021

Some (not checked for PQS) DLEU1-AS1 ""lncRNA"" ncRNA (NR_125753.1) was also there in result.",3,"NR_109973.1, NR_002605.2, NR_109974.1","10,9,8","10,9,8","0,0,0","0,0,0",VALIDATED,BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021,"2,2,2","2,2,2","0,0,0","0,0,0","1,1,0","1,1,0","0,0,0","0,0,0"
DLEU1,Oral Squamous Cell Carcinoma,"Microarray, qPCR, Western blot",up-regulated,30069008.0,"Also Known As: BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021

Some (not checked for PQS) DLEU1-AS1 ""lncRNA"" ncRNA (NR_125753.1) was also there in result.",3,"NR_109973.1, NR_002605.2, NR_109974.1","10,9,8","10,9,8","0,0,0","0,0,0",VALIDATED,BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021,"2,2,2","2,2,2","0,0,0","0,0,0","1,1,0","1,1,0","0,0,0","0,0,0"
DLEU2,Laryngeal Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown etc.",down-regulated,29687850.0,"Also Known As: ALT1; DLB2; LEU2; RFP2; 
BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; 
LINC00022; NCRNA00022

DLEU2 is another name for DLEU1 but not the other way around.",7,"NR_152566.1, NR_152567.1,
NR_152568.1, NR_152569.1,
NR_152571.1, NR_152570.1,
NR_152572.1

","20,2,2,2,8,2,8","18,2,2,2,8,2,8","1,0,0,0,0,0,0","1,0,0,0,0,0,0",REVIEWED,ALT1; DLB2; LEU2; RFP2; BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; LINC00022; NCRNA00022,"8,0,0,0,0,0,0","7,0,0,0,0,0,0","1,0,0,0,0,0,0","0,0,0,0,0,0,0","1,0,0,0,0,0,0","0,0,0,0,0,0,0","1,0,0,0,0,0,0","0,0,0,0,0,0,0"
DLX6-AS1,Laryngeal Cancer,"qPCR, Western blot etc.",up-regulated,32368147.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212,4,4,0,0,0,0,0,0
DLX6-AS1,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc",up-regulated,31782911.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212,4,4,0,0,0,0,0,0
DLX6-AS1,Laryngeal Squamous Cell Cancer,qRT-PCR,up-regulated,31814904.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212,4,4,0,0,0,0,0,0
DRAIC,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,31497998.0,,1,NR_026979.1,10,10,0,0,VALIDATED,"downregulated RNA in cancer, inhibitor of cell invasion and migration;downregulated RNA in androgen independent cells;lnc-RPLP1-12;HSALNG0106873;HSALNG0106861;HSALNG0106864;HSALNG0106856;NONHSAG017288.2;NONHSAG017290.2;HSALNG0106871;NONHSAG017294.2;HSALNG0106875;HSALNG0106878;HSALNG0106865",5,5,0,0,0,0,0,0
