LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,aka
TINCR,hepatocellular carcinoma,"qPCR, Western blot analysis",up-regulated,31900116.0,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16,1,NR_027064.3,40,30,10,0,REVIEWED,"24 ( 15- 2G, 9 - C-rich)","[1.184, 1.04, 0.936, 0.884, 0.877, 0.87, -0.836, -0.978, -1, 0.766, 1.136, 0.885, 0.865, 0.655, 0.542, -0.847, -0.833, -0.774, -0.956, 1, 0.911, 0.745, -1.075, -0.891]",No similarity to PQS (2G) from QGRS mapper,"10 (2 - 3G, 8 - C-rich)","[1.373, 1.604 (3G); -1.391, -1.422, -1.354, 1.347, -1.4, -1.5, -1.489, -1.375 (C-rich)]",No similarity to PQS from QGRS Mapper,,,,,,,,,,,TINCR ubiquitin domain containing;FLJ90734;NCRNA00036;LINC00036;onco-lncRNA-16;non-protein coding RNA 36;long intergenic non-protein coding RNA 36;terminal differentiation-induced ncRNA;placenta-specific 2;placenta-specific 2 (non-protein coding);tissue differentiation-inducing non-protein coding RNA;PLAC2;NONHSAG024566.2;lnc-TINCR-1;HSALNG0123467;HSALNG0123468;Ubiquitin domain-containing protein TINCR;Placenta-specific protein 2;Terminal differentiation-induced cornification regulator
TINCR,hepatocellular carcinoma,"qPCR, Western blot etc.",up-regulated,28546230.0,Also Known As: PLAC2; LINC00036; NCRNA00036; onco-lncRNA-16,1,NR_027064.3,40,30,10,0,REVIEWED,"24 ( 15- 2G, 9 - C-rich)","[1.184, 1.04, 0.936, 0.884, 0.877, 0.87, -0.836, -0.978, -1, 0.766, 1.136, 0.885, 0.865, 0.655, 0.542, -0.847, -0.833, -0.774, -0.956, 1, 0.911, 0.745, -1.075, -0.891]",No similarity to PQS (2G) from QGRS mapper,"10 (2 - 3G, 8 - C-rich)","[1.373, 1.604 (3G); -1.391, -1.422, -1.354, 1.347, -1.4, -1.5, -1.489, -1.375 (C-rich)]",No similarity to PQS from QGRS Mapper,,,,,,,,,,,TINCR ubiquitin domain containing;FLJ90734;NCRNA00036;LINC00036;onco-lncRNA-16;non-protein coding RNA 36;long intergenic non-protein coding RNA 36;terminal differentiation-induced ncRNA;placenta-specific 2;placenta-specific 2 (non-protein coding);tissue differentiation-inducing non-protein coding RNA;PLAC2;NONHSAG024566.2;lnc-TINCR-1;HSALNG0123467;HSALNG0123468;Ubiquitin domain-containing protein TINCR;Placenta-specific protein 2;Terminal differentiation-induced cornification regulator
TP73-AS1,cholangiocarcinoma,"qPCR, in vitro knockdown",up-regulated,29966969.0,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter,,,,,,,,,,,PDAM; KIAA0495
TP73-AS1,hepatocellular carcinoma,qPCR,up-regulated,31564201.0,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter,,,,,,,,,,,PDAM; KIAA0495
TP73-AS1,hepatocellular carcinoma,qPCR,up-regulated,31210297.0,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter,,,,,,,,,,,PDAM; KIAA0495
TP73-AS1,hepatocellular carcinoma,"qPCR, Western blot, Luciferase reporter assay",up-regulated,28403886.0,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter,,,,,,,,,,,PDAM; KIAA0495
TP73-AS1,cholangiocarcinoma,"qPCR, Flow cytometry assay, etc.",up-regulated,29966969.0,Also Known As: PDAM; KIAA0495,5,"NR_033711.1, NR_033710.1, NR_033709.1, NR_033708.1, NR_033712.1","67, 58, 46, 38, 30","61, 52, 41, 33, 26","6, 6, 5, 5, 4","0, 0, 0, 0, 0",VALIDATED,"21 (9 - 2G, 12 - C-rich), 
21 (9 - 2G, 12 - C-rich), 
19 (8 - 2G, 11 - C-rich), 
18 (7 - 2G, 11 - C-rich),
6 (2G)","[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.726, -0.704, 0.913, 0.896, 0.793, 0.894, 0.915];
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.913, 0.896, 0.793, 0.894, 0.915]; 
[0.911, 0.896, -0.986, -0.911, -0.92, -0.933, -1.022, -0.085, -0.0759, -1, -0.933, -0.933, -0.827, 1.019, 0.896, 0.793, 0.894, 0.915]; 
[0.827, 1.019, 0.896, 0.793, 0.894, 0.915]
",No similarity to PQS (2G) from QGRS mapper,"7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
7 (3 - 3G, 4 - C-rich), 
2 (3G)","[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404, 1.391 [3G]
-1.053, -1.4, -1.435, -1.457 (C-rich)];
[1.408, 1.404 (3G)] ",Some PQS from QGRS mapper is similar to / a part of PQS (3G) from G4 hunter,,,,,,,,,,,PDAM; KIAA0495
"TRERNA
TRERNA1",hepatocellular carcinoma,"qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.",up-regulated,26608035.0,Also Known As: TRERNA; TRERNA1; treRNA; LINC00651,1 (TRERNA1),TRERNA1 (NR_051976.1),6 (TRERNA1),6 (TRERNA1),0 (TRERNA1),0 (TRERNA1),VALIDATED (TRERNA1),0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,,,,,,,,,,treRNA; LINC00651
TRERNA1,hepatocellular carcinoma,"qRT-PCR , Western blot , RIP , in vitro knockdown etc.",up-regulated,31012192.0,Also Known As: TRERNA1; treRNA; LINC00651,1,NR_051976.1,6,6,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,,,,,,,,,,treRNA; LINC00651
TRPM2-AS,hepatocellular carcinoma,qPCR etc.,up-regulated,29081064.0,Also Known As: TRPM2-AS1,1,NR_109964.1,10,9,1,0,VALIDATED,2 (C-rich),"[-0.923, -0.898 [C-rich]]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,,,,,,,,,,TRPM2-AS1
TSIX,hepatocellular carcinoma,qRT-PCR etc.,up-regulated,31004302.0,"Also known as:
XISTAS; XIST-AS; XIST-AS1; LINC00013; NCRNA00013",1,NR_003255.2,216,205,11,0,VALIDATED,"59 (39 -  2G, 8 - 3G, 12 - C-rich)","[1.246, 1.019, 1, 1, 0.959, 0.941, 0.935, 0.933, -0.933, 0.918, 0.917, 0.915, 0.913, 0.911, 0.911, 0.911, 0.911, -0.911, -0.911, 0.91, 0.906, 0.904, 0.904, 0.902, 0.901, 0.9, 0.896, 0.894, 0.891, 0.891, -0.891, 0.874, 0.872, 0.862, 0.86, 0.857, -0.852, -0.847, 0.841, 0.838, -0.836, 0.837, 0.827, 0.825, 0.808, 0.804, 0.797, 0.788, -0.772, 0.768, -0.767, 0.765, 0.759, 0.75, -.732, 0.708, -0.695, 0.679, -0.677]",No similarity to PQS (2G) from QGRS mapper,"2 (1 - 3G, 1 - C-rich)","[1.477 (3G), -1.211 (C-rich)]",The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter,,,,,,,,,,,XISTAS; XIST-AS; XIST-AS1; LINC00013; NCRNA00013
"TSPAN12 
LINC02476",hepatocellular carcinoma,"RNA-seq, qPCR etc.",up-regulated,32222644.0,"Also Known As: LVCAT5; lnc-TSPAN12; TSPAN12; 
LINC02476",4 (LINC02476),"LINC02476 (NR_131960.1 , NR_131961.1 , NR_131962.1 , NR_131963.1) ","3,2,1,0 (LINC02476)","3,2,1,0 (LINC02476)","0,0,0,0 (LINC02476)","0,0,0,0 (LINC02476)",VALIDATED (LINC02476),"0;
1;
0;
0","0; 
[-0.854 (C-rich)]; 
0; 
0",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,,,,,,,,,,LVCAT5; lnc-TSPAN12
"TUC338 
PCBP2-OT1",hepatocellular carcinoma,"Microarray, qPCR, RNAi, Western blot, Northern blot etc.",up-regulated,21187392.0,Also Known As: TUC.338; TUC338; uc.338; PCBP2-OT1,1 (PCBP2-OT1),PCBP2-OT1 (NR_109828.1),5 (PCBP2-OT1),5 (PCBP2-OT1),0 (PCBP2-OT1),0 (PCBP2-OT1),VALIDATED (PCBP2-OT1),3 (C-rich),"[-0.872, -0.641, -0.845 (C-rich)] ",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,,,,,,,,,,TUC338; uc.338; TUC.338
"TUC338 
PCBP2-OT1",hepatocellular carcinoma,"qPCR, RNAi, Western blot, MTT assay etc.",up-regulated,27878301.0,Also Known As: TUC.338; TUC338; uc.338; PCBP2-OT1,1 (PCBP2-OT1),PCBP2-OT1 (NR_109828.1),5 (PCBP2-OT1),5 (PCBP2-OT1),0 (PCBP2-OT1),0 (PCBP2-OT1),VALIDATED (PCBP2-OT1),3 (C-rich),"[-0.872, -0.641, -0.845 (C-rich)] ",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,,,,,,,,,,TUC338; uc.338; TUC.338
"TUC338 
PCBP2-OT1",hepatocellular carcinoma,"Luciferase reporter assay, Microarray, Western blot, qPCR, etc.",up-regulated,29888750.0,Also Known As: TUC.338; TUC338; uc.338; PCBP2-OT1,1 (PCBP2-OT1),PCBP2-OT1 (NR_109828.1),5 (PCBP2-OT1),5 (PCBP2-OT1),0 (PCBP2-OT1),0 (PCBP2-OT1),VALIDATED (PCBP2-OT1),3 (C-rich),"[-0.872, -0.641, -0.845 (C-rich)] ",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,,,,,,,,,,,TUC338; uc.338; TUC.338
TUG1,hepatocellular carcinoma,"qPCR, Western blot, in vitro knockdown",up-regulated,31949695.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,,,,,,,,,,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,hepatocellular carcinoma,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29791864.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,,,,,,,,,,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,hepatoblastoma,"qPCR, Western blot etc.",differential expressed,32341656.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","The PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

The PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 2,3 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

It appears that at a time only one G tract can be formed from PQS 2, 3 of G4 Hunter due to overlapping sequences.

The PQS 3 (3G) from QGRS mapper is similar to / a part of PQS 4 (3G) from G4 hunter, with a left frame-shift in G4 Hunter

The PQS 4(3G) from QGRS mapper is similar to / a part of PQS 5 (3G) from G4 hunter, with a left frame-shift in G4 Hunter",,,,,,,,,,,taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
