LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
DGCR5,cervical cancer,"qPCR, Western blot, etc.",down-regulated,30552671,"Also Known As: DGCR9; DGS-A; DGS-B; DGCR10; LINC00037; POM121L5P; NCRNA00037

2 sequences for DGCR5 (NR_026651.1, NR_024159.1) without any mentioning of transcript variants, while 3 sequences of DGCR5 with clear mentioning of transcipt variants.

PREDICTED REFSEQ (NR_026651.1): This record has not been reviewed and the function is unknown. The reference sequence was derived from BU584104.1, AC000095.5, L77559.1 and BM681417.1.

All transcriprt variants of DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1, NR_026651.1 and NR_024159.1) are reported (Gene Cards - GCID: GC22P019556)

PQS 2 obtained in DGCR5_Variant 2 (NR_045121.1) when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3. Rest two PQS were same in both search parameters.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",3,"DGCR5 (NR_002733.2, NR_045121.1, NR_110533.1)
+
DGCR5 unknown variants (NR_026651.1, NR_024159.1)","32, 32, 11 (DGCR5)
+
7, 28 (DGCR5 unknown variants)","29, 29, 11 (DGCR5)
+
5, 25 (DGCR5 unknown variants)","3, 3, 0 (DGCR5)
+
2, 3 (DGCR5 unknown variants)

","0, 0, 0 (DGCR5)
+
0, 0 (DGCR5 unknown variants)","VALIDATED (DGCR5)

PREDICTED (DGCR5 unknown variant-NR_026651.1)

VALIDATED (DGCR5 unknown variant-NR_024159.1)","12 (4-C-rich, 8-2G);
12 (4-C-rich, 8-2G)
5 (4-C-rich, 1-2G)
","[-0.894, -0.854, -0.902, -0.933 (C-rich); 0.911, 0.903, 0.86, 0.808, 0.87, 0.915, 0.973 (2G)];

[-0.894, -0.854, -0.902, -0.933 (C-rich); 0.911, 0.903, 0.86, 0.808, 0.87, 0.915, 0.973 (2G)];

[0.911 (2G), -0.894, -0.854, -0.902, -0.933 (C-rich)]",,"0,0,0","0,0,0",No PQS found in G4 hunter
DLEU1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30581456,"Also Known As: BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021

Some (not checked for PQS) DLEU1-AS1 ""lncRNA"" ncRNA (NR_125753.1) was also there in result.",3,"NR_109973.1, NR_002605.2, NR_109974.1","10,9,8","10,9,8","0,0,0","0,0,0",VALIDATED,"2 (1-2G, 1-C-rich);
2 (1-2G, 1-C-rich);
2 (2G)","[0.774 (2G); -0.804 (C-rich)] ;

[0.774 (2G); -0.804 (C-rich)]; 

[0.744, 1 (2G)] ",,"0,0","0,0",No PQS found in G4 hunter
DLG1-AS1,cervical cancer,"qPCR, other",up-regulated,30231238,,1,NR_038289.1,13,12,0,1,VALIDATED,"2(1-4G, 1-C-rich)","(1.423, -0.935) ",Both the 4G PQS of G4 Hunter and QGRS are same with the G4 PQS having more nucleotides surrounding the main G4 sequence. ,1 (4G),1.683 (4G),Both the 4G PQS of G4 Hunter and QGRS are same with the G4 PQS having more nucleotides surrounding the main G4 sequence. 
DLX6-AS1,cervical cancer,"RT-qPCR, Western blot",up-regulated,32077747,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
DLX6-AS1,cervical cancer,"qPCR, western blot",up-regulated,31539117,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
DLX6-AS1,cervical cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30535431,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
DSCAM-AS1,cervical cancer,"qRT-PCR, Western blot, RIP",up-regulated,31737900,Also Known As: M41,4,"NR_038896.1, NR_038898.1, NR_038899.1, NR_038900.1","12,7,8,7","12,7,8,7","0,0,0,0","0,0,0,0",VALIDATED,"5 (3-3G, 2-C-rich);
2 (C-rich);
2 (C-rich)
2 (C-rich)","[0.957, 0.911, 1.074 (3G); -0.792, -0.786(C-rich)];

[-0.792, -0.786(C-rich)];

[-0.792, -0.786(C-rich)];

[-0.792, -0.786(C-rich)]",No similarity to any PQS  from QGRS mapper,"0,0,0,0","0,0,0,0",No PQS found in G4 hunter
"FAL1
FALEC",cervical squamous cell carcinoma,"RT-qPCR, Western blot",up-regulated,32046419,Also Known As: FALEC; FAL1; ncRNA-a1; LINC00568,1 (FALEC),NR_051960.1 (FALEC),8 (FALEC),8 (FALEC),0 (FALEC),0 (FALEC),VALIDATED (FALEC),"3 (2-2G, 1-C-rich)","[0.88, 0.851 (2G), -0.921 (C-rich)]",No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
FALEC,cervical cancer,qPCR,up-regulated,31248657,,FAL1,,,,,,,,,,,,
FEZF1-AS1,cervical cancer,qPCR,up-regulated,29917186,,1,NR_036484.1,22,21,1,0,VALIDATED,"11 (6-2G, 5-C-rich)","[0.911, 0.933, 0.898, 1.021, 0.894 (2G); 0.875 -0.755, -0.891, -0.789, -0.913, -1 (C-rich)]",No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
FEZF1-AS1,cervical cancer,qPCR,up-regulated,29917186,,1,NR_036484.1,22,21,1,0,VALIDATED,"11 (6-2G, 5-C-rich)","[0.911, 0.933, 0.898, 1.021, 0.894 (2G); 0.875 -0.755, -0.891, -0.789, -0.913, -1 (C-rich)]",No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
FOXD2-AS1,cervical cancer,"RT-qPCR, Western blot, RIP",up-regulated,32082174,,1,NR_026878.1,24,21,3,0,VALIDATED,10,"[0.891, 0.933, 0.833 (2G) 0.797, 0.98, 0.833, (3G), -0.639, -0.767, -0.907, -0.891 (C-rich)]","The PQS 1 (3G) of QGRS Mapper is similar to PQS 3 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
Similarly, the PQS 2 (3G) of QGRS Mapper is similar to PQS 5 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
There is a slight overlap in PQS 5 and 6 (3G) of G4 hunter.",2 (C-rich),"-1.264, -0.94",No similarity to any PQS  from QGRS mapper
FOXD2-AS1,cervical cancer,qRT-PCR,up-regulated,31841177,,1,NR_026878.1,24,21,3,0,VALIDATED,10,"[0.891, 0.933, 0.833 (2G) 0.797, 0.98, 0.833, (3G), -0.639, -0.767, -0.907, -0.891 (C-rich)]","The PQS 1 (3G) of QGRS Mapper is similar to PQS 3 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
Similarly, the PQS 2 (3G) of QGRS Mapper is similar to PQS 5 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
There is a slight overlap in PQS 5 and 6 (3G) of G4 hunter.",2 (C-rich),"-1.264, -0.94",No similarity to any PQS  from QGRS mapper
FOXP4-AS1,cervical cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,32256085,,3,"NR_126415.1, NR_126416.1, NR_126417.1","2,2,1","2,2,1","0,0,0","0,0,0",VALIDATED,"2 (C-rich), 0, 0","-0.911, -0.959 (C-rich)",No similarity to any PQS  from QGRS mapper,"0,0,0","0,0,0",No PQS found in G4 hunter
GAS5,cervical cancer,"qRT-PCR, Western blot",down-regulated,32105659,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",down-regulated,30579899,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5,cervical cancer,"qPCR, Western blot",down-regulated,31206689,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5,cervical cancer,"qPCR, RNAi etc.",down-regulated,25400758,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5,cervical cancer,qPCR etc.,up-regulated,22487937,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5,cervical cancer,"qPCR, Western blot, RIP etc.",down-regulated,28671039,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5,cervical cancer,"qPCR, RNAi",down-regulated,29509242,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GAS5-AS1,cervical cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, RIP, etc.",down-regulated,31497208,,1,NR_037605.1,2,2,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
GATA6-AS,cervical squamous cell carcinoma,"qPCR, Western blot, other",up-regulated,31404324,Also known as: BM742401; locus5689,1,NR_102763.1,14,12,2,0,VALIDATED,"4 (2-C-rich, 2-2G)","['-0.958, -0.885 (C-rich), 0.935, 0.967 (2G)]",No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
GHET1,cervical cancer,qPCR,up-regulated,30948501,Also Known As: ncRNA-GHET1,1,NR_130107.1,10,9,1,0,REVIEWED,"5 (3-C-rich, 1-2G, 1-3G)
","['-0.911, -0.79, -0.959 (C-rich); 0.891, 0.644 (2G); 0.973 (3G)]",The PQS 10 (3G) of QGRS Mapper is similar to PQS 6 (3G) of G4 hunter with a left frame shift in G4 hunter,1,1.413,The PQS 10 (3G) of QGRS Mapper is similar to PQS 1 (3G) of G4 hunter with the same main G4 tracts.
GHET1,cervical cancer,"qRT-PCR, Western blot, RIP",up-regulated,31682716,Also Known As: ncRNA-GHET1,1,NR_130107.1,10,9,1,0,REVIEWED,"5 (3-C-rich, 1-2G, 1-3G)
","['-0.911, -0.79, -0.959 (C-rich); 0.891, 0.644 (2G); 0.973 (3G)]",The PQS 10 (3G) of QGRS Mapper is similar to PQS 6 (3G) of G4 hunter with a left frame shift in G4 hunter,1,1.413,The PQS 10 (3G) of QGRS Mapper is similar to PQS 1 (3G) of G4 hunter with the same main G4 tracts.
GIHCG,cervical cancer,qPCR,up-regulated,30719165,,1,NR_038269.1,4,0,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
H19,cervical cancer,qPCR,down-regulated,31229557,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper
H19,cervical cancer,"qPCR, RNAi etc.",up-regulated,27633578,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper
H19,cervical cancer,"qPCR, Luciferase Reporter Assay, Western blot.",down-regulated,28797320,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper
H19,cervical cancer,"qPCR, ISH etc.",down-regulated,8570220,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper
